tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
2595,negative,0.71,Bad flight,0.81,Delta,,User3341,,94,@Delta my flight was overbooked and I voluntold. But the compensation was insulting.,,2015-04-24 01:29:00 ,NYC,
2596,negative,0.98,longlines,0.81,American,,User2293,,93,@JetBlue the noise from the engine was unbearable. Earplugs didn't help. Terrible plane.,,2015-05-06 07:40:00 ,LA,Eastern Time
2597,neutral,0.68,,0.0,US Airways,,User3679,,50,@Delta posted their quarterly earnings report for Q2.,,2015-03-14 01:45:00 ,NYC,Mountain Time
2598,neutral,0.77,,0.0,Southwest,,User755,,44,@AmericanAir flight AA456 is rescheduled to depart at 3:45 PM from Terminal 4.,,2015-02-05 17:51:00 ,Miami,Mountain Time
2599,neutral,0.89,,0.0,Delta,,User4293,,98,@Delta departing on time from ATL to LAX today.,,2015-04-09 00:25:00 ,LA,Eastern Time
2600,neutral,0.58,,0.0,United,,User1403,,11,@AlaskaAir is hiring 500 new flight attendants across their network.,,2015-03-06 10:22:00 ,Chicago,Pacific Time
2601,neutral,0.54,,0.0,Delta,,User1346,,59,@AlaskaAir will be retiring their Boeing 737 fleet over the next 5 years.,,2015-02-03 06:54:00 ,Boston,Eastern Time
2602,positive,0.75,,0.0,United,,User4205,,96,Amazing flight crew! So friendly and attentive. @AmericanAir you guys rock!,,2015-05-20 07:52:00 ,Dallas,Central Time
2603,positive,0.83,,0.0,Virgin America,,User3666,,48,@United great legroom and the food was surprisingly good. Will fly again!,,2015-03-04 06:13:00 ,Boston,
2604,negative,0.84,Canceled flight,0.93,Virgin America,,User4181,,6,@Delta your online check-in system is broken. Couldn't get my boarding pass. Frustrating!,,2015-03-09 12:18:00 ,,Eastern Time
2605,positive,1.0,,0.0,United,,User833,,57,What a great experience with @SouthwestAir! The crew was incredibly helpful.,,2015-03-25 21:16:00 ,Seattle,Mountain Time
2606,positive,0.96,,0.0,Alaska,,User1530,,85,Love flying @JetBlue. Legroom is awesome and the snacks are tasty. :),,2015-06-12 05:58:00 ,Boston,Eastern Time
2607,neutral,0.54,,0.0,Alaska,,User1585,,75,@Delta confirmed order for 100 new Airbus A321neo aircraft.,,2015-06-18 05:06:00 ,LA,
2608,neutral,0.57,,0.0,Virgin America,,User4969,,94,@AmericanAir flight AA456 is rescheduled to depart at 3:45 PM from Terminal 4.,,2015-06-06 23:43:00 ,Miami,Central Time
2609,neutral,0.85,,0.0,United,,User2609,,14,@AmericanAir reminder: check-in opens 24 hours before departure.,,2015-06-12 05:34:00 ,Seattle,Eastern Time
2610,negative,0.9,Late flight,0.75,JetBlue,,User3919,,51,@JetBlue the noise from the engine was unbearable. Earplugs didn't help. Terrible plane.,,2015-07-25 03:29:00 ,,Mountain Time
2611,neutral,0.59,,0.0,JetBlue,,User19,,66,@SouthwestAir new safety video went live today.,,2015-03-10 00:23:00 ,Seattle,
2612,negative,0.94,Canceled flight,0.61,Virgin America,,User3223,,41,@SouthwestAir no power outlets at my seat. My phone died mid-flight. Very inconvenient.,,2015-07-23 05:05:00 ,Dallas,Eastern Time
2613,neutral,0.9,,0.0,Delta,,User1232,,87,@JetBlue will begin serving additional routes from JFK starting in June.,,2015-04-09 12:36:00 ,Boston,
2614,neutral,0.53,,0.0,Southwest,,User4868,,41,@JetBlue announced new direct flights from Boston to San Francisco starting May.,,2015-06-26 12:29:00 ,,
2615,positive,0.87,,0.0,United,,User2366,,55,@AmericanAir great prices and great service. What more could you ask for?,,2015-07-10 19:34:00 ,,Central Time
2616,negative,0.94,Late flight,0.98,United,,User4901,,84,@Delta flight canceled last minute with no explanation. Stranded at the airport. Terrible!,,2015-06-19 13:46:00 ,LA,
2617,neutral,0.55,,0.0,Virgin America,,User541,,94,@Delta confirmed order for 100 new Airbus A321neo aircraft.,,2015-07-07 16:35:00 ,Boston,Pacific Time
2618,negative,0.82,Damaged luggage,0.98,American,,User2925,,88,@Delta my flight was overbooked and I voluntold. But the compensation was insulting.,,2015-07-18 14:05:00 ,NYC,Central Time
2619,neutral,0.68,,0.0,Alaska,,User215,,25,@AlaskaAir will be retiring their Boeing 737 fleet over the next 5 years.,,2015-06-19 21:11:00 ,Miami,Pacific Time
2620,positive,0.99,,0.0,Delta,,User4055,,92,Great job @SouthwestAir! Got me home safely despite the weather. Much appreciated!,,2015-07-11 21:29:00 ,Miami,Mountain Time
2621,positive,0.83,,0.0,JetBlue,,User1261,,64,@JetBlue the snacks are always fresh and the crew makes me feel welcome. 5 stars!,,2015-06-08 22:54:00 ,NYC,Pacific Time
2622,positive,0.8,,0.0,American,,User4296,,82,First class service on @United was outstanding. Highly recommend!,,2015-06-17 10:43:00 ,,Mountain Time
2623,positive,0.85,,0.0,United,,User245,,47,@SouthwestAir no fees for bags? Yes please! Best airline hands down.,,2015-02-14 22:17:00 ,Dallas,Mountain Time
2624,positive,0.73,,0.0,Alaska,,User1023,,72,@JetBlue the snacks are always fresh and the crew makes me feel welcome. 5 stars!,,2015-02-10 00:43:00 ,NYC,Pacific Time
2625,neutral,0.81,,0.0,Virgin America,,User4290,,47,@JetBlue announced new direct flights from Boston to San Francisco starting May.,,2015-04-10 08:11:00 ,Seattle,Mountain Time
2626,positive,0.66,,0.0,US Airways,,User1091,,23,First class service on @United was outstanding. Highly recommend!,,2015-07-14 07:40:00 ,LA,Mountain Time
2627,neutral,0.85,,0.0,United,,User3317,,69,@AmericanAir reminder: check-in opens 24 hours before departure.,,2015-06-27 03:21:00 ,NYC,Pacific Time
2628,negative,0.97,Canceled flight,0.77,Virgin America,,User2813,,92,@SouthwestAir no power outlets at my seat. My phone died mid-flight. Very inconvenient.,,2015-06-04 05:58:00 ,Seattle,Central Time
2629,neutral,0.66,,0.0,United,,User4981,,88,@JetBlue announced new direct flights from Boston to San Francisco starting May.,,2015-03-29 10:33:00 ,Dallas,Eastern Time
2630,negative,0.64,longlines,0.68,American,,User3165,,82,@SouthwestAir the bathroom was filthy. How do you even manage that in 2 hours?,,2015-06-06 16:16:00 ,Dallas,Eastern Time
2631,positive,0.8,,0.0,US Airways,,User2512,,33,@AmericanAir great prices and great service. What more could you ask for?,,2015-03-30 00:12:00 ,Boston,
2632,neutral,0.87,,0.0,Delta,,User385,,61,@SouthwestAir will be offering complimentary coffee and tea on all morning flights.,,2015-07-04 15:10:00 ,Chicago,
2633,neutral,0.73,,0.0,US Airways,,User3232,,4,@United is testing a new boarding process at Denver International Airport.,,2015-02-23 11:13:00 ,LA,Eastern Time
2634,negative,0.64,Flight booking problems,0.6,United,,User1757,,93,"@AmericanAir 2 hour delay and counting. No updates, no water, no nothing. Pathetic!",,2015-03-17 11:39:00 ,Seattle,Mountain Time
2635,neutral,0.54,,0.0,JetBlue,,User2178,,57,@United launched a mobile app update with improved seat selection.,,2015-04-23 01:01:00 ,NYC,Eastern Time
2636,negative,0.92,Late flight,0.89,Southwest,,User1000,,58,@AlaskaAir my miles expired without warning. No courtesy email or anything. Shady practices.,,2015-05-10 19:33:00 ,Miami,
2637,negative,0.93,Damaged luggage,0.5,Virgin America,,User4570,,16,@JetBlue the plane was freezing. Asked for a blanket and they had none. Great service.,,2015-04-02 16:33:00 ,Dallas,Mountain Time
2638,negative,0.97,longlines,0.71,Virgin America,,User3685,,98,@USAirways the seats are so uncomfortable. My back hurts. Never flying with you again.,,2015-06-30 16:26:00 ,Miami,Pacific Time
2639,negative,0.66,Flight booking problems,0.76,US Airways,,User4820,,69,@JetBlue flight attendants were rude and ignored my request. Very disappointed.,,2015-07-12 10:46:00 ,Seattle,Pacific Time
2640,neutral,0.82,,0.0,US Airways,,User973,,22,@United is testing a new boarding process at Denver International Airport.,,2015-06-09 04:19:00 ,Boston,Mountain Time
2641,neutral,0.55,,0.0,American,,User2514,,5,@AmericanAir flight 123 is currently boarding at gate B42.,,2015-02-11 04:51:00 ,Dallas,Central Time
2642,positive,0.63,,0.0,United,,User2671,,16,@USAirways Thank you for the upgrade! Best service I've had in a long time.,,2015-07-15 03:51:00 ,Dallas,Eastern Time
2643,negative,0.74,Late flight,0.76,JetBlue,,User2326,,71,@United had to sleep in the airport because of your delays. Worst airline ever. :(,,2015-03-19 21:06:00 ,LA,Pacific Time
2644,neutral,0.75,,0.0,JetBlue,,User1181,,75,@United launched a mobile app update with improved seat selection.,,2015-07-09 22:31:00 ,Miami,Central Time
2645,positive,0.92,,0.0,US Airways,,User53,,82,Another smooth flight with @AlaskaAir. You guys never disappoint!,,2015-05-17 04:47:00 ,NYC,Pacific Time
2646,neutral,0.78,,0.0,Virgin America,,User1790,,36,@JetBlue flight B6589 is operating as scheduled today.,,2015-03-26 02:33:00 ,NYC,
2647,neutral,0.79,,0.0,United,,User1174,,8,@United just published their new route map for next summer.,,2015-03-05 06:38:00 ,,Pacific Time
2648,positive,0.75,,0.0,American,,User2150,,11,Just had the best flight ever with @Delta. Smooth takeoff and landing. #happy,,2015-06-14 07:26:00 ,Miami,Central Time
2649,negative,0.79,Late flight,0.77,Alaska,,User3736,,51,@United you lost my connecting flight because of poor organization. Missing a wedding now.,,2015-06-13 22:05:00 ,NYC,Central Time
2650,neutral,0.69,,0.0,US Airways,,User2177,,95,@SouthwestAir new safety video went live today.,,2015-05-04 17:40:00 ,Miami,Central Time
2651,positive,0.98,,0.0,Virgin America,,User3716,,18,Landed on time with @USAirways. Rare these days but much appreciated!,,2015-07-09 02:32:00 ,Seattle,
2652,negative,0.76,Canceled flight,0.86,Delta,,User3746,,82,@United my flight was delayed 6 hours and no one gave us a reason. Awful experience.,,2015-06-01 05:04:00 ,Chicago,Central Time
2653,positive,0.89,,0.0,Southwest,,User1272,,3,@Delta your app makes checking in so easy. Technology done right!,,2015-04-25 05:11:00 ,Chicago,Mountain Time
2654,neutral,0.79,,0.0,Virgin America,,User2484,,84,@United just published their new route map for next summer.,,2015-06-30 02:40:00 ,Chicago,
2655,positive,0.96,,0.0,Virgin America,,User4732,,83,@USAirways Thank you for the upgrade! Best service I've had in a long time.,,2015-05-05 22:15:00 ,Chicago,Pacific Time
2656,positive,0.71,,0.0,Delta,,User4040,,62,What a great experience with @SouthwestAir! The crew was incredibly helpful.,,2015-07-16 14:47:00 ,Chicago,Central Time
2657,neutral,0.6,,0.0,American,,User2080,,73,@SouthwestAir baggage fees remain unchanged for domestic flights.,,2015-04-27 08:55:00 ,Miami,
2658,neutral,0.57,,0.0,Alaska,,User1531,,77,@United just published their new route map for next summer.,,2015-06-30 14:00:00 ,NYC,Mountain Time
2659,negative,0.73,Damaged luggage,0.88,Alaska,,User2678,,92,@Delta flight canceled last minute with no explanation. Stranded at the airport. Terrible!,,2015-03-01 06:31:00 ,NYC,
2660,neutral,0.6,,0.0,Southwest,,User2985,,3,@United launched a mobile app update with improved seat selection.,,2015-07-23 03:08:00 ,Seattle,Eastern Time
2661,positive,0.62,,0.0,American,,User3815,,33,"@AlaskaAir You guys are the best! Friendly staff, on time, great experience all around.",,2015-06-22 15:38:00 ,Miami,Pacific Time
2662,neutral,0.8,,0.0,Virgin America,,User1940,,85,@United is renovating their United Club at San Francisco International.,,2015-06-12 11:11:00 ,Seattle,Eastern Time
2663,neutral,0.82,,0.0,American,,User1936,,25,@AlaskaAir released their customer satisfaction survey results.,,2015-02-05 08:19:00 ,Seattle,Eastern Time
2664,neutral,0.63,,0.0,Alaska,,User4674,,8,@AlaskaAir announced their merger talks with Hawaiian Airlines.,,2015-04-30 05:13:00 ,Boston,Eastern Time
2665,neutral,0.73,,0.0,Virgin America,,User1629,,84,@Delta confirmed order for 100 new Airbus A321neo aircraft.,,2015-02-07 02:19:00 ,Miami,Pacific Time
2666,neutral,0.7,,0.0,American,,User3405,,78,@JetBlue flight B6589 is operating as scheduled today.,,2015-03-23 00:36:00 ,Miami,Eastern Time
2667,negative,0.8,Customer service issue,0.57,American,,User947,,81,@JetBlue the noise from the engine was unbearable. Earplugs didn't help. Terrible plane.,,2015-03-11 23:09:00 ,Chicago,Central Time
2668,negative,0.97,Damaged luggage,0.71,Southwest,,User732,,6,@SouthwestAir no power outlets at my seat. My phone died mid-flight. Very inconvenient.,,2015-03-02 19:49:00 ,Boston,Eastern Time
2669,positive,0.65,,0.0,Southwest,,User262,,5,@VirginAmerica The seats were so comfortable and the WiFi actually worked! Will fly again!,,2015-03-03 19:46:00 ,Miami,Central Time
2670,neutral,0.8,,0.0,Alaska,,User1754,,31,@SouthwestAir celebrates 50 years of service this year.,,2015-03-23 19:47:00 ,,Pacific Time
2671,positive,0.75,,0.0,United,,User3731,,68,@AlaskaAir check-in was a breeze and boarding was super organized. Love it!,,2015-02-04 21:11:00 ,LA,
2672,negative,0.91,Canceled flight,0.55,US Airways,,User4300,,2,@AlaskaAir my miles expired without warning. No courtesy email or anything. Shady practices.,,2015-06-23 21:25:00 ,NYC,Pacific Time
2673,neutral,0.77,,0.0,Southwest,,User1056,,19,@AlaskaAir announced their merger talks with Hawaiian Airlines.,,2015-07-03 09:24:00 ,,
2674,negative,1.0,Flight booking problems,0.86,Delta,,User1759,,94,@USAirways checked my bag and it came back damaged. Who pays for this mess?,,2015-07-18 00:51:00 ,Dallas,Central Time
2675,neutral,0.7,,0.0,American,,User972,,99,@AlaskaAir announced their merger talks with Hawaiian Airlines.,,2015-02-25 07:29:00 ,NYC,Pacific Time
2676,negative,0.82,Flight booking problems,0.69,Southwest,,User1280,,27,@USAirways checked my bag and it came back damaged. Who pays for this mess?,,2015-02-07 08:04:00 ,,Central Time
2677,neutral,0.67,,0.0,Virgin America,,User4568,,78,@Delta departing on time from ATL to LAX today.,,2015-03-14 15:14:00 ,Miami,Pacific Time
2678,negative,0.85,Damaged luggage,0.86,Delta,,User3378,,55,@AmericanAir your staff at JFK needs serious training. Zero empathy or professionalism.,,2015-05-21 18:01:00 ,Chicago,Central Time
2679,negative,0.81,Customer service issue,0.67,US Airways,,User63,,20,@SouthwestAir cancelled my return flight and made me rebook. Missing my event now. Thanks a lot!,,2015-07-26 20:41:00 ,Chicago,Pacific Time
2680,negative,0.65,Flight booking problems,0.95,JetBlue,,User3020,,63,@Delta flight canceled last minute with no explanation. Stranded at the airport. Terrible!,,2015-06-25 20:28:00 ,Seattle,Pacific Time
2681,positive,0.78,,0.0,Virgin America,,User1413,,47,Just booked my next flight with @VirginAmerica. Can't wait! Always a great experience.,,2015-04-14 13:53:00 ,Chicago,Pacific Time
2682,positive,0.65,,0.0,US Airways,,User362,,59,@VirginAmerica The seats were so comfortable and the WiFi actually worked! Will fly again!,,2015-05-23 00:07:00 ,,Eastern Time
2683,neutral,0.55,,0.0,United,,User823,,3,@United launched a mobile app update with improved seat selection.,,2015-05-17 17:14:00 ,Miami,Mountain Time
2684,negative,0.8,longlines,0.76,American,,User3001,,66,@SouthwestAir lost my bag AGAIN. This is the third time. So frustrated!,,2015-02-25 23:42:00 ,Miami,Eastern Time
2685,negative,0.95,Customer service issue,0.99,American,,User348,,59,@AmericanAir worst customer service ever. Waited 3 hours on the phone. Unacceptable!,,2015-02-22 06:32:00 ,Seattle,Mountain Time
2686,negative,0.78,Lost luggage,0.67,American,,User4031,,36,@Delta flight canceled last minute with no explanation. Stranded at the airport. Terrible!,,2015-05-04 16:17:00 ,LA,Central Time
2687,neutral,0.55,,0.0,United,,User1489,,3,@JetBlue announced new direct flights from Boston to San Francisco starting May.,,2015-02-05 18:27:00 ,Dallas,
2688,neutral,0.64,,0.0,JetBlue,,User4065,,90,@SouthwestAir celebrates 50 years of service this year.,,2015-05-21 19:16:00 ,,Central Time
2689,negative,0.73,Lost luggage,0.8,Southwest,,User3225,,56,@AmericanAir worst customer service ever. Waited 3 hours on the phone. Unacceptable!,,2015-04-07 13:56:00 ,Seattle,Central Time
2690,negative,0.63,Lost luggage,0.92,Alaska,,User3302,,2,@JetBlue the noise from the engine was unbearable. Earplugs didn't help. Terrible plane.,,2015-02-09 01:17:00 ,Seattle,Mountain Time
2691,negative,0.85,Late flight,0.88,Delta,,User3829,,6,@United had to sleep in the airport because of your delays. Worst airline ever. :(,,2015-05-26 18:31:00 ,Boston,Pacific Time
2692,negative,0.86,Lost luggage,0.77,Delta,,User2209,,91,@JetBlue the plane was freezing. Asked for a blanket and they had none. Great service.,,2015-06-25 22:54:00 ,,Pacific Time
2693,negative,0.63,Canceled flight,0.52,American,,User4899,,75,@United I was charged for TWO bags when I should have only been charged for one. Theft!,,2015-04-18 20:53:00 ,Miami,Mountain Time
2694,neutral,0.9,,0.0,United,,User4836,,82,@United launched a mobile app update with improved seat selection.,,2015-02-17 06:29:00 ,Miami,Eastern Time
2695,neutral,0.74,,0.0,US Airways,,User1217,,13,@AlaskaAir will be retiring their Boeing 737 fleet over the next 5 years.,,2015-05-17 12:06:00 ,Chicago,Mountain Time
2696,negative,0.79,Bad flight,0.62,Southwest,,User1728,,97,@Delta flight canceled last minute with no explanation. Stranded at the airport. Terrible!,,2015-04-24 13:11:00 ,LA,
2697,positive,1.0,,0.0,Alaska,,User2164,,1,@VirginAmerica The seats were so comfortable and the WiFi actually worked! Will fly again!,,2015-02-18 22:52:00 ,NYC,Mountain Time
2698,neutral,0.56,,0.0,United,,User4429,,59,@SouthwestAir celebrates 50 years of service this year.,,2015-02-14 16:29:00 ,NYC,Eastern Time
2699,negative,0.94,Late flight,0.82,US Airways,,User3026,,12,@Delta flight canceled last minute with no explanation. Stranded at the airport. Terrible!,,2015-06-20 02:15:00 ,Miami,Central Time
2700,neutral,0.89,,0.0,American,,User4815,,93,@SouthwestAir will be offering complimentary coffee and tea on all morning flights.,,2015-06-18 16:40:00 ,LA,
2701,negative,0.99,longlines,0.95,US Airways,,User986,,68,@SouthwestAir lost my bag AGAIN. This is the third time. So frustrated!,,2015-03-08 05:48:00 ,Miami,Pacific Time
2702,positive,0.97,,0.0,Alaska,,User95,,64,Love the free WiFi on @VirginAmerica. Makes the flight feel so short!,,2015-05-07 14:59:00 ,NYC,Eastern Time
2703,neutral,0.72,,0.0,JetBlue,,User768,,60,@Delta has partnered with a new hotel chain for loyalty members.,,2015-04-23 15:42:00 ,NYC,Central Time
2704,positive,0.72,,0.0,JetBlue,,User1293,,11,Great job @SouthwestAir! Got me home safely despite the weather. Much appreciated!,,2015-07-16 21:05:00 ,Miami,
2705,negative,0.84,longlines,0.78,Southwest,,User3909,,59,@JetBlue flight attendants were rude and ignored my request. Very disappointed.,,2015-05-12 18:42:00 ,,Pacific Time
2706,negative,0.69,Customer service issue,0.63,Delta,,User3500,,74,@USAirways checked my bag and it came back damaged. Who pays for this mess?,,2015-05-20 03:22:00 ,,Mountain Time
2707,neutral,0.6,,0.0,Alaska,,User4573,,36,@Delta confirmed order for 100 new Airbus A321neo aircraft.,,2015-07-23 22:35:00 ,Chicago,Pacific Time
2708,neutral,0.54,,0.0,Alaska,,User3262,,74,@JetBlue introduced a new menu for transatlantic flights.,,2015-07-19 21:41:00 ,NYC,Pacific Time
2709,positive,0.97,,0.0,US Airways,,User2037,,78,@JetBlue the snacks are always fresh and the crew makes me feel welcome. 5 stars!,,2015-05-08 12:34:00 ,LA,
2710,positive,0.78,,0.0,US Airways,,User1253,,19,Flying with @Delta today and everything was perfect. No complaints at all!,,2015-02-17 14:00:00 ,Dallas,Eastern Time
2711,positive,0.99,,0.0,Virgin America,,User2255,,74,"@AlaskaAir You guys are the best! Friendly staff, on time, great experience all around.",,2015-04-04 20:26:00 ,NYC,Eastern Time
2712,positive,0.98,,0.0,United,,User4111,,34,Landed on time with @USAirways. Rare these days but much appreciated!,,2015-06-17 12:34:00 ,Chicago,
2713,negative,0.65,Bad flight,0.7,Southwest,,User4717,,96,@AlaskaAir gate agent was incredibly rude. Made me check a bag that fit in the overhead. Ugh.,,2015-06-15 14:38:00 ,Boston,Mountain Time
2714,negative,0.64,Customer service issue,0.61,Delta,,User4913,,75,@SouthwestAir lost my bag AGAIN. This is the third time. So frustrated!,,2015-04-05 11:42:00 ,NYC,Central Time
2715,neutral,0.59,,0.0,Alaska,,User1529,,92,@United just published their new route map for next summer.,,2015-05-16 00:21:00 ,Chicago,Eastern Time
2716,neutral,0.72,,0.0,Delta,,User1357,,51,@United is testing a new boarding process at Denver International Airport.,,2015-04-27 22:01:00 ,Dallas,Pacific Time
2717,neutral,0.56,,0.0,Delta,,User259,,78,@SouthwestAir new safety video went live today.,,2015-02-25 13:20:00 ,Chicago,Pacific Time
2718,negative,0.77,Customer service issue,0.74,Alaska,,User2120,,95,@JetBlue the noise from the engine was unbearable. Earplugs didn't help. Terrible plane.,,2015-02-17 16:08:00 ,,
2719,positive,0.6,,0.0,JetBlue,,User2225,,59,Love the free WiFi on @VirginAmerica. Makes the flight feel so short!,,2015-06-22 04:06:00 ,Boston,Mountain Time
2720,negative,0.94,Customer service issue,0.89,Virgin America,,User3085,,79,@SouthwestAir the bathroom was filthy. How do you even manage that in 2 hours?,,2015-03-20 12:40:00 ,LA,
2721,positive,0.82,,0.0,United,,User4502,,89,@SouthwestAir no fees for bags? Yes please! Best airline hands down.,,2015-06-29 12:44:00 ,Miami,Pacific Time
2722,neutral,0.73,,0.0,Delta,,User2569,,41,@AlaskaAir will be retiring their Boeing 737 fleet over the next 5 years.,,2015-04-29 18:16:00 ,,Eastern Time
2723,negative,0.89,Canceled flight,0.53,Alaska,,User3126,,46,@USAirways the seats are so uncomfortable. My back hurts. Never flying with you again.,,2015-04-05 22:59:00 ,,Pacific Time
2724,negative,0.63,Late flight,0.61,JetBlue,,User3366,,26,@Delta I paid for extra legroom and got a middle seat. False advertising much?,,2015-05-19 10:15:00 ,NYC,Eastern Time
2725,positive,0.73,,0.0,American,,User203,,48,Flying with @Delta today and everything was perfect. No complaints at all!,,2015-06-05 00:03:00 ,LA,Central Time
2726,negative,0.7,Late flight,0.65,JetBlue,,User4561,,48,@JetBlue the noise from the engine was unbearable. Earplugs didn't help. Terrible plane.,,2015-07-25 08:50:00 ,Seattle,Mountain Time
2727,positive,0.73,,0.0,JetBlue,,User2546,,33,Just had the best flight ever with @Delta. Smooth takeoff and landing. #happy,,2015-03-14 00:52:00 ,Dallas,Mountain Time
2728,neutral,0.8,,0.0,Virgin America,,User2528,,68,@SouthwestAir new safety video went live today.,,2015-02-08 18:28:00 ,Dallas,Central Time
2729,negative,0.92,Late flight,0.71,United,,User3314,,100,@SouthwestAir the bathroom was filthy. How do you even manage that in 2 hours?,,2015-05-06 08:51:00 ,Seattle,Central Time
2730,neutral,0.81,,0.0,Virgin America,,User3249,,89,@JetBlue announced new direct flights from Boston to San Francisco starting May.,,2015-04-16 01:06:00 ,Dallas,
2731,positive,0.97,,0.0,American,,User1530,,88,@USAirways Thank you for the upgrade! Best service I've had in a long time.,,2015-07-23 13:10:00 ,Boston,Central Time
2732,negative,0.99,Damaged luggage,0.71,Alaska,,User3287,,88,@JetBlue flight attendants were rude and ignored my request. Very disappointed.,,2015-07-19 15:19:00 ,NYC,Pacific Time
2733,positive,0.61,,0.0,Delta,,User757,,22,The in-flight entertainment on @JetBlue is top notch. Great job!,,2015-04-13 22:06:00 ,Dallas,
2734,neutral,0.71,,0.0,JetBlue,,User888,,7,@Delta has partnered with a new hotel chain for loyalty members.,,2015-02-02 17:00:00 ,Miami,
2735,positive,0.79,,0.0,Alaska,,User649,,71,The in-flight entertainment on @JetBlue is top notch. Great job!,,2015-03-05 06:55:00 ,NYC,
2736,positive,0.78,,0.0,American,,User3347,,34,Just booked my next flight with @VirginAmerica. Can't wait! Always a great experience.,,2015-05-26 04:45:00 ,LA,Central Time
2737,positive,0.63,,0.0,Delta,,User2059,,21,@AlaskaAir check-in was a breeze and boarding was super organized. Love it!,,2015-02-14 06:33:00 ,Chicago,Mountain Time
2738,negative,0.74,longlines,0.93,American,,User1383,,59,@AlaskaAir gate agent was incredibly rude. Made me check a bag that fit in the overhead. Ugh.,,2015-06-22 11:52:00 ,Dallas,Pacific Time
2739,neutral,0.62,,0.0,Delta,,User1906,,85,@JetBlue announced new direct flights from Boston to San Francisco starting May.,,2015-06-23 22:48:00 ,Dallas,Pacific Time
2740,positive,0.99,,0.0,US Airways,,User2085,,6,@AmericanAir great prices and great service. What more could you ask for?,,2015-02-09 21:27:00 ,LA,Pacific Time
2741,negative,0.74,Canceled flight,0.93,Delta,,User3666,,14,"@AmericanAir 2 hour delay and counting. No updates, no water, no nothing. Pathetic!",,2015-03-08 06:09:00 ,LA,
2742,positive,0.89,,0.0,Alaska,,User696,,87,Love the free WiFi on @VirginAmerica. Makes the flight feel so short!,,2015-07-09 23:52:00 ,Miami,Mountain Time
2743,neutral,0.81,,0.0,United,,User1363,,85,@AlaskaAir will be retiring their Boeing 737 fleet over the next 5 years.,,2015-04-17 20:41:00 ,Miami,Central Time
2744,negative,0.82,Canceled flight,0.91,Alaska,,User498,,45,@United you lost my connecting flight because of poor organization. Missing a wedding now.,,2015-02-04 20:34:00 ,Boston,
2745,neutral,0.83,,0.0,US Airways,,User3168,,42,@AmericanAir reminder: check-in opens 24 hours before departure.,,2015-07-13 06:02:00 ,Chicago,Pacific Time
2746,neutral,0.83,,0.0,US Airways,,User1881,,79,@United launched a mobile app update with improved seat selection.,,2015-03-31 10:54:00 ,LA,Eastern Time
2747,negative,0.92,Customer service issue,0.76,JetBlue,,User4213,,56,@United I was charged for TWO bags when I should have only been charged for one. Theft!,,2015-06-02 16:18:00 ,Boston,Mountain Time
2748,negative,0.71,Bad flight,0.96,Virgin America,,User4356,,33,@JetBlue flight attendants were rude and ignored my request. Very disappointed.,,2015-04-09 13:03:00 ,Chicago,
2749,neutral,0.53,,0.0,United,,User128,,57,@United is renovating their United Club at San Francisco International.,,2015-07-31 17:06:00 ,Dallas,Central Time
2750,positive,0.66,,0.0,Alaska,,User4415,,64,@VirginAmerica The seats were so comfortable and the WiFi actually worked! Will fly again!,,2015-06-12 21:16:00 ,Seattle,
2751,positive,1.0,,0.0,Southwest,,User2508,,97,@AlaskaAir check-in was a breeze and boarding was super organized. Love it!,,2015-07-27 19:03:00 ,Dallas,Mountain Time
2752,positive,0.94,,0.0,Delta,,User2080,,35,Love flying @JetBlue. Legroom is awesome and the snacks are tasty. :),,2015-05-27 21:08:00 ,Seattle,Central Time
2753,negative,0.94,longlines,0.86,Southwest,,User4561,,34,@SouthwestAir lost my bag AGAIN. This is the third time. So frustrated!,,2015-03-06 06:53:00 ,Chicago,
2754,positive,0.69,,0.0,Delta,,User4504,,19,Always a pleasure flying @VirginAmerica. The mood lighting is so relaxing!,,2015-03-01 20:42:00 ,Miami,Eastern Time
2755,positive,0.98,,0.0,United,,User405,,22,"@AlaskaAir You guys are the best! Friendly staff, on time, great experience all around.",,2015-06-13 16:59:00 ,Chicago,Central Time
2756,negative,0.93,Late flight,0.59,Southwest,,User4277,,0,@Delta flight canceled last minute with no explanation. Stranded at the airport. Terrible!,,2015-02-05 02:44:00 ,Seattle,Mountain Time
2757,positive,0.62,,0.0,American,,User4573,,65,@VirginAmerica The seats were so comfortable and the WiFi actually worked! Will fly again!,,2015-07-12 19:42:00 ,Miami,Mountain Time
2758,negative,0.63,Bad flight,0.59,JetBlue,,User1928,,11,@United you lost my connecting flight because of poor organization. Missing a wedding now.,,2015-04-15 01:58:00 ,LA,Pacific Time
2759,positive,0.98,,0.0,American,,User4509,,100,Another smooth flight with @AlaskaAir. You guys never disappoint!,,2015-06-04 08:26:00 ,NYC,Central Time
2760,negative,0.95,Flight booking problems,0.92,Delta,,User139,,4,@AlaskaAir gate agent was incredibly rude. Made me check a bag that fit in the overhead. Ugh.,,2015-02-01 06:46:00 ,Miami,Mountain Time
